zone_id,production,attraction,out_degree,in_degree,weighted_degree,net_flow
1236,6463.413387,6487.328231,508,508,1016,-23.914844000000812
1235,2598.34619,2632.998832,508,508,1016,-34.652642000000014
1334,1761.313244,1789.480548,507,508,1015,-28.16730400000006
1306,3587.42126,3624.436783,507,508,1015,-37.01552300000003
1329,2955.017852,3019.884958,507,508,1015,-64.86710600000015
1331,3375.239333,3447.902025,507,508,1015,-72.66269199999988
1330,3159.943549,3254.197749,507,508,1015,-94.25419999999986
1107,5607.468555,5689.974968,508,508,1016,-82.50641300000007
1239,6000.211061,6066.807272,508,508,1016,-66.59621100000004
1238,14072.360155,14212.263122,508,508,1016,-139.902967
1237,1492.520624,1502.176765,508,508,1016,-9.656140999999934
1234,4864.987699,4900.102196,508,508,1016,-35.114496999999574
1177,8184.393133,8366.354408,508,508,1016,-181.96127499999966
1178,4601.3882889999995,4655.564431,508,508,1016,-54.176142000000254
1176,2870.279901,2893.776296,508,508,1016,-23.49639500000012
1232,2170.391543,2212.683306,508,508,1016,-42.29176299999972
1233,4387.871242,4413.60145,508,508,1016,-25.730207999999948
1317,2233.625101,2269.699607,507,508,1015,-36.07450599999993
1456,4228.714848,4329.142967,507,508,1015,-100.42811900000015
1495,5985.384688,6019.425599,508,508,1016,-34.04091100000005
1496,6808.13835,6753.211143,508,508,1016,54.927206999999726
1308,1323.302874,1349.515327,507,508,1015,-26.212453000000096
1457,112.747202,114.683773,507,508,1015,-1.9365710000000007
1307,2768.758996,2799.848577,507,508,1015,-31.08958100000018
1430,2060.276344,2037.308218,506,507,1013,22.968125999999984
1429,818.838385,832.735664,506,507,1013,-13.897279000000026
1447,1758.480933,1776.15068,506,507,1013,-17.669746999999916
1501,2839.0646030000003,2905.120045,506,507,1013,-66.05544199999986
1291,6828.615138,6897.785694,508,508,1016,-69.17055600000003
1446,2298.291736,2309.154626,507,508,1015,-10.86288999999988
1303,1660.041496,1686.791998,507,508,1015,-26.75050199999987
1293,6139.020407,6115.371738,508,508,1016,23.648669000000154
1091,547.906527,502.372771,410,376,786,45.53375599999998
1292,4557.0752,4618.2549770000005,508,508,1016,-61.179777000000286
1381,1207.342937,1228.996378,503,494,997,-21.653441000000157
1090,852.405568,847.425553,434,420,854,4.98001499999998
1497,1766.277333,1798.932785,508,508,1016,-32.65545199999997
1498,7333.085022,7279.523144,508,508,1016,53.56187800000043
1175,1453.614405,1462.600033,508,508,1016,-8.985627999999906
1174,7209.469851,7238.39278,508,508,1016,-28.922929000000295
1169,6473.819198,6444.096237,508,508,1016,29.722961000000396
1230,3085.130077,3055.200799,508,508,1016,29.929277999999613
1462,358.977803,358.367741,508,508,1016,0.6100619999999708
1071,8858.009286,8895.242739,508,508,1016,-37.23345299999892
1070,2217.972052,2218.748815,508,508,1016,-0.7767629999998462
1168,3969.951999,3932.916279,508,508,1016,37.035719999999856
1227,2349.150103,2336.671856,508,508,1016,12.47824700000001
1223,5949.428629,5967.949123,507,508,1015,-18.520494000000326
1229,7899.30202,7940.541674,508,508,1016,-41.23965399999997
1170,1532.512037,1554.912242,508,508,1016,-22.400205000000142
1226,88.923609,87.043925,508,508,1016,1.8796839999999975
1224,1365.789816,1382.295962,507,508,1015,-16.506145999999944
1228,1117.888404,1098.559095,508,508,1016,19.329308999999967
1225,1734.766197,1717.647493,508,508,1016,17.11870399999998
1463,635.252863,648.912594,508,508,1016,-13.659730999999965
1167,1334.229101,1323.696754,508,508,1016,10.532346999999845
1173,317.95578,316.527756,500,505,1005,1.4280239999999935
1068,3955.394598,3985.127231,508,508,1016,-29.732633000000078
1231,6095.699675,6107.633364,508,508,1016,-11.933689000000413
1171,739.391842,741.746082,508,508,1016,-2.3542400000000043
1166,3804.16218,3726.549208,508,508,1016,77.6129719999999
1069,1896.078342,1920.96424,508,508,1016,-24.885897999999997
1082,2691.587211,2696.737194,508,508,1016,-5.149982999999793
1164,3376.838003,3342.114126,508,508,1016,34.7238769999999
1418,884.218936,869.649974,499,497,996,14.568961999999942
1419,2976.812035,3002.608217,499,497,996,-25.796182000000044
1327,666.05292,685.838123,495,494,989,-19.785203000000024
1433,279.797092,277.467504,499,497,996,2.329588000000001
1326,897.547847,905.020231,499,497,996,-7.47238399999992
1480,2127.764822,2164.300593,480,474,954,-36.53577099999984
1086,2526.474015,2568.109492,478,474,952,-41.635477000000265
1481,1690.128078,1723.429242,478,474,952,-33.30116399999997
1085,3070.790293,3096.036295,498,497,995,-25.246001999999862
1101,1065.18815,1081.394216,498,497,995,-16.206065999999964
1254,1262.483506,1279.450513,499,497,996,-16.967006999999967
1434,1716.280209,1757.094986,499,497,996,-40.81477700000005
