seg_idx,class,length_m,connector_count,speed_kph,graph_degree,betweenness,volume,voc,criticality_score,critical,pred_prob_critical,pred_critical
0,service,162.73750712490465,3,,0,0.0,0.0,0.0,,,0.18823357,0
1,service,82.09968305234302,2,,0,0.0,0.0,0.0,,,0.14267792,0
2,service,9.006886260279304,2,,1,0.0,0.0,0.0,,,0.16941552,0
3,service,85.28019483736918,3,,1,0.0,0.0,0.0,,,0.16941552,0
4,service,5.673405992714036,2,,1,0.0,0.0,0.0,,,0.16557631,0
5,service,72.59039825043827,2,,0,0.0,0.0,0.0,,,0.16570354,0
6,service,101.51950311125064,2,,1,0.0,0.0,0.0,,,0.14073679,0
7,service,51.96387013017291,2,,1,0.0,0.0,0.0,,,0.14073679,0
8,service,114.04333515299291,2,,0,0.0,0.0,0.0,,,0.13809504,0
9,service,103.82528103868324,2,,0,0.0,0.0,0.0,,,0.13912803,0
10,service,68.39644160352374,2,,0,0.0,0.0,0.0,,,0.14485353,0
11,service,53.65521409594693,2,,0,0.0,0.0,0.0,,,0.14773181,0
12,residential,245.73247337416183,7,,4,2.5335001984066422e-05,0.0,0.0,,,0.13430338,0
13,service,47.267583014294246,2,,0,0.0,0.0,0.0,,,0.14899041,0
14,residential,117.346644240403,4,,3,8.445000661355473e-06,0.0,0.0,,,0.13915324,0
15,service,95.00678787365418,2,,1,0.0,0.0,0.0,,,0.14074165,0
16,service,4.078613711191585,2,,1,0.0,0.0,0.0,,,0.14937502,0
17,service,159.1965387114817,3,,3,8.445000661355473e-06,0.0,0.0,,,0.14289947,0
18,service,69.56348774189735,2,,2,0.0,0.0,0.0,,,0.13983768,0
19,service,65.1064416627718,2,,0,0.0,0.0,0.0,,,0.14566684,0
20,service,67.28924619876459,2,,0,0.0,0.0,0.0,,,0.14507154,0
21,service,139.3966665997892,2,,0,0.0,0.0,0.0,,,0.13338894,0
22,residential,297.1907215656365,3,,2,0.0,0.0,0.0,,,0.09802479,0
23,service,68.96669855976323,2,,1,0.0,0.0,0.0,,,0.1296843,0
24,residential,190.05455266301988,2,,3,8.445000661355473e-06,0.0,0.0,,,0.112384655,0
25,residential,123.99418852508242,3,,2,0.0,0.0,0.0,,,0.12841298,0
26,residential,73.12175006255912,2,,2,0.0,0.0,0.0,,,0.13904168,0
27,service,46.03311954182966,2,,0,0.0,0.0,0.0,,,0.1494712,0
28,residential,470.0535684078448,5,,4,4.222500330677737e-05,0.0,0.0,,,0.12452317,0
29,service,55.912060740633954,2,,0,0.0,0.0,0.0,,,0.1693043,0
30,residential,567.3412520775231,5,,4,2.5335001984066422e-05,0.0,0.0,,,0.12945165,0
31,service,101.72107663323047,2,,0,0.0,0.0,0.0,,,0.13930929,0
32,service,86.90454054631127,2,,0,0.0,0.0,0.0,,,0.14145344,0
33,residential,31.49174935540806,2,,4,8.445000661355474e-05,0.0,0.0,,,0.11444314,0
34,residential,147.97794762719641,2,,4,6.756000529084378e-05,0.0,0.0,,,0.09752395,0
35,service,68.6225032194341,2,,0,0.0,0.0,0.0,,,0.14489873,0
36,tertiary,167.61648996773147,3,,4,0.00016890001322710947,0.0,0.0,,,0.116459124,0
37,residential,443.1793968250599,2,,4,0.00010948861517472393,0.0,0.0,,,0.11003002,0
38,tertiary,353.4710312246679,3,,4,0.002064243053223853,0.0,0.0,,,0.13647364,0
39,service,278.4093235652982,2,,0,0.0,0.0,0.0,,,0.11013458,0
40,service,533.5978361262737,4,,0,0.0,0.0,0.0,,,0.10417294,0
41,service,4.07960818561838,2,,1,0.0,0.0,0.0,,,0.20479767,0
42,service,36.67777304323203,2,,1,0.0,0.0,0.0,,,0.20479767,0
43,service,17.903710522612236,2,,1,0.0,0.0,0.0,,,0.12578379,0
44,service,525.838257473564,3,,1,0.0,0.0,0.0,,,0.12578379,0
45,residential,67.11533569399187,2,,4,9.28950072749102e-05,0.0,0.0,,,0.1036125,0
46,residential,167.40464103678406,2,,4,6.756000529084378e-05,0.0,0.0,,,0.11077856,0
47,residential,275.57985544120146,6,,4,2.5335001984066422e-05,0.0,0.0,,,0.1343082,0
48,residential,238.3240892151715,2,,5,2.5335001984066422e-05,0.0,0.0,,,0.111837596,0
49,service,239.41007182613265,2,,3,0.0,0.0,0.0,,,0.10993829,0
50,service,100.47513412664537,2,,3,0.0,0.0,0.0,,,0.10993829,0
51,residential,74.79872115123389,3,,3,0.0,0.0,0.0,,,0.10993829,0
52,service,175.07702224778262,3,,1,0.0,0.0,0.0,,,0.15412933,0
53,service,8.871810766960094,2,,1,0.0,0.0,0.0,,,0.15412933,0
54,service,661.8242897545213,3,,0,0.0,0.0,0.0,,,0.08426583,0
55,service,100.71683710608978,3,,1,0.0,0.0,0.0,,,0.16557631,0
56,service,169.6199918670954,2,,2,0.0,0.0,0.0,,,0.15494403,0
57,service,129.16326894190493,3,,3,8.445000661355473e-06,0.0,0.0,,,0.15553755,0
58,service,4.888553071427283,2,,1,0.0,0.0,0.0,,,0.16146119,0
59,service,108.26327731092937,2,,0,0.0,0.0,0.0,,,0.13779768,0
60,residential,182.1146744419152,4,,2,0.0,0.0,0.0,,,0.09921262,0
61,residential,344.51968642226365,4,,3,8.445000661355473e-06,0.0,0.0,,,0.10417006,0
62,service,60.74589928982583,2,,0,0.0,0.0,0.0,,,0.14643045,0
63,service,359.11999536807,2,,0,0.0,0.0,0.0,,,0.11274767,0
64,residential,80.864995920228,2,,2,0.0,0.0,0.0,,,0.12164037,0
65,service,91.86108817064411,2,,0,0.0,0.0,0.0,,,0.14036632,0
66,service,201.97110630985748,3,,1,0.0,0.0,0.0,,,0.110649146,0
67,service,117.60016384892758,2,,1,0.0,0.0,0.0,,,0.107729554,0
68,residential,657.1642517047184,3,,5,2.5335001984066422e-05,0.0,0.0,,,0.09920259,0
69,residential,267.5740083964458,3,,4,8.445000661355473e-06,0.0,0.0,,,0.10283889,0
70,service,55.14852996056984,2,,0,0.0,0.0,0.0,,,0.14763872,0
71,residential,152.90970725488629,2,,3,0.0,0.0,0.0,,,0.10007536,0
72,service,28.167068997267663,2,,1,0.0,0.0,0.0,,,0.1754211,0
73,service,68.40578966975905,2,,1,0.0,0.0,0.0,,,0.1754211,0
74,residential,280.58389548356604,6,,6,5.911500462948831e-05,0.0,0.0,,,0.109920725,0
75,service,51.87651084936512,2,,0,0.0,0.0,0.0,,,0.14850594,0
76,service,3.7915419455740484,2,,1,0.0,0.0,0.0,,,0.14374444,0
77,service,83.3017663895265,3,,4,8.445000661355473e-06,0.0,0.0,,,0.1259397,0
78,residential,227.4066600513163,2,,3,0.0,0.0,0.0,,,0.11778599,0
79,service,59.57968093480623,2,,0,0.0,0.0,0.0,,,0.14701414,0
80,unclassified,219.63597002775737,4,,4,0.00016890001322710947,0.0,0.0,,,0.12943073,0
81,residential,719.2774608284323,4,,5,8.445000661355474e-05,0.0,0.0,,,0.11043826,0
82,service,131.3914185459698,3,,0,0.0,0.0,0.0,,,0.15878338,0
83,service,82.43421710873542,2,,0,0.0,0.0,0.0,,,0.14228515,0
84,service,147.47925830592314,2,,0,0.0,0.0,0.0,,,0.13353543,0
85,service,353.183835717962,2,,0,0.0,0.0,0.0,,,0.0981793,0
86,service,236.10008864533324,2,,2,0.0,0.0,0.0,,,0.13726959,0
87,service,198.089424623176,2,,2,0.0,0.0,0.0,,,0.13726959,0
88,service,67.96456948106105,2,,0,0.0,0.0,0.0,,,0.16753371,0
89,tertiary,1118.5339921633001,8,,5,0.002247794633863435,0.0,0.0,,,0.17989115,0
90,service,274.224088134673,3,,2,0.0,0.0,0.0,,,0.1372696,0
91,service,111.85272438390389,2,,0,0.0,0.0,0.0,,,0.16004539,0
92,service,371.16421241528576,3,,0,0.0,0.0,0.0,,,0.13546434,0
93,residential,632.1900698574239,8,,5,1.6890001322710946e-05,0.0,0.0,,,0.16216344,0
94,service,83.13496136037311,3,,1,0.0,0.0,0.0,,,0.15693912,0
95,service,51.29935799512664,2,,1,0.0,0.0,0.0,,,0.114574686,0
96,residential,150.23247005506803,2,,3,8.445000661355473e-06,0.0,0.0,,,0.11121825,0
97,residential,203.69944364758908,2,,2,0.0,0.0,0.0,,,0.09652762,0
98,residential,107.81733187275141,2,,4,3.378000264542189e-05,0.0,0.0,,,0.102906,0
99,residential,104.1288001421989,3,,3,8.445000661355473e-06,0.0,0.0,,,0.11472559,0
100,service,61.813898866287786,2,,1,0.0,0.0,0.0,,,0.12184939,0
101,residential,188.59543240501415,3,,4,5.0670003968132844e-05,0.0,0.0,,,0.093419075,0
102,service,77.86730128609395,2,,0,0.0,0.0,0.0,,,0.16654521,0
103,residential,759.7872173342054,2,,2,0.0,0.0,0.0,,,0.08801279,0
104,residential,249.66555270291096,2,,2,0.0,0.0,0.0,,,0.12585746,0
105,residential,98.88570848655826,2,,2,0.0,0.0,0.0,,,0.12585746,0
106,service,343.2640304086631,4,,0,0.0,0.0,0.0,,,0.13622512,0
107,service,259.1417619949392,3,,0,0.0,0.0,0.0,,,0.13189471,0
108,residential,170.79851922158193,2,,4,1.6890001322710946e-05,0.0,0.0,,,0.13380435,0
109,service,37.23722982244629,2,,0,0.0,0.0,0.0,,,0.15115139,0
110,service,24.115570703535127,2,,0,0.0,0.0,0.0,,,0.1536019,0
111,service,101.8607376776118,2,,0,0.0,0.0,0.0,,,0.13845581,0
112,service,167.16062739747426,3,,0,0.0,0.0,0.0,,,0.16993907,0
113,tertiary,259.2986381204449,5,,4,0.002097616067885595,0.0,0.0,,,0.15208599,0
114,residential,706.996309218955,3,,2,0.0,0.0,0.0,,,0.1523248,0
115,residential,219.62773955029013,2,,4,1.6890001322710946e-05,0.0,0.0,,,0.11517792,0
116,tertiary,357.14450183485576,2,,4,0.0021143025752164662,0.0,0.0,,,0.15789224,0
117,service,110.0039181830082,2,,2,0.0,0.0,0.0,,,0.14611043,0
118,service,63.06715694988888,2,,2,0.0,0.0,0.0,,,0.14611043,0
119,service,58.31413389833595,2,,0,0.0,0.0,0.0,,,0.14683457,0
120,residential,52.993216335119016,2,,4,4.222500330677737e-05,0.0,0.0,,,0.11381174,0
121,residential,102.60171510679402,3,,4,1.6890001322710946e-05,0.0,0.0,,,0.13895017,0
122,residential,176.99089359579617,3,,4,8.445000661355474e-05,0.0,0.0,,,0.124879524,0
123,residential,172.0292311134125,4,,5,2.5335001984066422e-05,0.0,0.0,,,0.12800372,0
124,residential,133.61300282003384,3,,4,0.00011823000925897663,0.0,0.0,,,0.1456014,0
125,service,113.03716444249827,2,,0,0.0,0.0,0.0,,,0.13654974,0
126,service,82.7639887420376,2,,0,0.0,0.0,0.0,,,0.14723405,0
127,service,245.32565631534214,2,,0,0.0,0.0,0.0,,,0.1138278,0
128,service,616.8622736606446,4,,0,0.0,0.0,0.0,,,0.09247828,0
129,service,309.3421493793153,2,,1,0.0,0.0,0.0,,,0.10867302,0
130,service,460.7311306958621,3,,2,0.0,0.0,0.0,,,0.11418449,0
131,service,10.171625439767991,2,,1,0.0,0.0,0.0,,,0.1215138,0
132,service,71.73061828005311,2,,2,0.0,0.0,0.0,,,0.15627927,0
133,service,67.26044594916168,2,,0,0.0,0.0,0.0,,,0.16223206,0
134,service,263.99063062146735,2,,2,0.0,0.0,0.0,,,0.1562793,0
135,service,478.82727501855163,2,,0,0.0,0.0,0.0,,,0.08103228,0
136,service,61.506401820034064,2,,0,0.0,0.0,0.0,,,0.14886497,0
137,service,77.51211000720323,3,,2,0.0,0.0,0.0,,,0.18199952,0
138,service,4.488151247762404,2,,1,0.0,0.0,0.0,,,0.18137892,0
139,service,159.74114352152498,2,,0,0.0,0.0,0.0,,,0.13277854,0
140,service,73.9285275929799,2,,1,0.0,0.0,0.0,,,0.178196,0
141,service,60.98713643141949,2,,0,0.0,0.0,0.0,,,0.1682885,0
142,service,66.0760595120679,2,,0,0.0,0.0,0.0,,,0.14530203,0
143,service,66.17619705125529,2,,0,0.0,0.0,0.0,,,0.14572042,0
144,service,51.999599137346294,2,,1,0.0,0.0,0.0,,,0.14214209,0
145,service,139.15906501004343,2,,2,0.0,0.0,0.0,,,0.12315816,0
146,service,186.6049818667261,2,,2,0.0,0.0,0.0,,,0.12315816,0
147,residential,148.80882994163383,2,,3,8.445000661355473e-06,0.0,0.0,,,0.10951246,0
148,service,90.12619384483787,2,,1,0.0,0.0,0.0,,,0.10861554,0
149,service,74.9102400127379,2,,0,0.0,0.0,0.0,,,0.14380097,0
150,service,99.71335312813528,2,,3,0.0,0.0,0.0,,,0.1377205,0
151,service,127.76399435670422,2,,3,0.0,0.0,0.0,,,0.13772051,0
152,service,171.03300899927675,2,,3,0.0,0.0,0.0,,,0.1377205,0
153,service,457.95488290497656,2,,0,0.0,0.0,0.0,,,0.08292974,0
154,residential,1.616243228039345,2,,2,0.0,0.0,0.0,,,0.12164037,0
155,residential,118.29977043186189,3,,5,1.6890001322710946e-05,0.0,0.0,,,0.10952957,0
156,residential,175.39609181371586,3,,5,4.222500330677737e-05,0.0,0.0,,,0.103702344,0
157,residential,117.00659592352703,2,,3,0.0,0.0,0.0,,,0.09856077,0
158,residential,81.72341786977732,2,,5,5.911500462948831e-05,0.0,0.0,,,0.10051791,0
159,residential,82.47384367674731,2,,2,0.0,0.0,0.0,,,0.10182233,0
160,residential,76.54956654634263,2,,3,0.0,0.0,0.0,,,0.09856077,0
161,residential,535.9378142542477,2,,3,0.0,0.0,0.0,,,0.21041673,0
162,residential,147.89769718915932,2,,3,0.0,0.0,0.0,,,0.10548744,0
163,residential,91.65762797647184,2,,3,0.0,0.0,0.0,,,0.10548744,0
164,service,107.52735494339161,2,,0,0.0,0.0,0.0,,,0.16040431,0
165,service,147.7593694965591,3,,1,0.0,0.0,0.0,,,0.18506539,0
166,service,6.476767511001468,2,,1,0.0,0.0,0.0,,,0.18506539,0
167,service,210.16726956167764,3,,1,0.0,0.0,0.0,,,0.17185332,0
168,service,177.9049689118972,2,,0,0.0,0.0,0.0,,,0.14829251,0
169,unclassified,385.94514164289245,8,,6,0.0021309890825473373,0.0,0.0,,,0.20644337,0
170,service,55.91888050515527,2,,0,0.0,0.0,0.0,,,0.14728722,0
171,service,62.47222892322172,2,,3,0.0,0.0,0.0,,,0.21041673,0
172,service,63.94491944882541,2,,1,0.0,0.0,0.0,,,0.15693912,0
173,service,64.65513818445699,2,,0,0.0,0.0,0.0,,,0.14823505,0
174,service,113.78154824378663,2,,0,0.0,0.0,0.0,,,0.13689323,0
175,service,80.31783200116995,2,,1,0.0,0.0,0.0,,,0.14236476,0
176,service,63.54354416035988,2,,0,0.0,0.0,0.0,,,0.16771512,0
177,residential,28.42361262965278,2,,6,4.222500330677737e-05,0.0,0.0,,,0.17970175,0
178,service,67.22011425456017,2,,1,0.0,0.0,0.0,,,0.14236476,0
179,service,52.52231199539975,2,,3,0.0,0.0,0.0,,,0.16681467,0
180,service,49.799942108067214,2,,0,0.0,0.0,0.0,,,0.14849077,0
181,service,212.57706031882358,3,,0,0.0,5851.368353,0.014655,0.028076697949649777,0.0,0.14062493,0
182,service,342.9088862001606,2,,0,0.0,0.0,0.0,,,0.10391394,0
183,service,100.81146100594799,2,,0,0.0,0.0,0.0,,,0.13909507,0
184,unclassified,249.8213999702991,5,,5,0.0021059593215510307,0.0,0.0,,,0.21697962,0
185,unclassified,16.544274441727588,2,,4,0.0020892728142201597,0.0,0.0,,,0.21152072,0
186,residential,94.17240284475676,2,,2,0.0,0.0,0.0,,,0.21980137,0
187,service,450.4733416699936,2,,0,0.0,0.0,0.0,,,0.08569975,0
188,residential,206.42376676400585,3,,4,0.001805602189595352,0.0,0.0,,,0.20233303,0
189,service,48.328473672620554,2,,0,0.0,0.0,0.0,,,0.17162406,0
190,service,101.15726550784204,2,,2,0.0,0.0,0.0,,,0.20940134,0
191,service,132.7520700485572,3,,4,0.0017889156822644807,0.0,0.0,,,0.19310169,0
192,service,70.06804961281563,2,,0,0.0,0.0,0.0,,,0.14454268,0
193,unclassified,781.4542783864183,8,,4,0.00027024002116337513,0.0,0.0,,,0.16449836,0
194,service,582.2486285444037,2,,0,0.0,0.0,0.0,,,0.06996005,0
195,residential,267.322824303845,2,,2,0.0,0.0,0.0,,,0.09441302,0
196,residential,180.66495148631805,3,,2,0.0,0.0,0.0,,,0.12899768,0
197,residential,40.069337313186125,3,,3,0.0,0.0,0.0,,,0.24945216,0
198,residential,39.27837674733337,3,,4,1.1334615345481955e-05,5851.368353,0.014655,0.028128094110191376,0.0,0.1551234,0
199,residential,43.59616348358022,3,,4,4.578614816397546e-07,5851.368353,0.014655,0.028078774096170756,0.0,0.13525598,0
200,service,154.9794276828987,2,,0,0.0,0.0,0.0,,,0.1308885,0
201,service,167.45133796922812,2,,0,0.0,0.0,0.0,,,0.14616439,0
202,service,383.2598448310838,5,,2,0.0,5851.368353,0.014655,0.028076697949649777,0.0,0.16508462,0
203,service,174.79972694712316,3,,0,0.0,0.0,0.0,,,0.14975467,0
204,service,127.65086616449393,2,,0,0.0,0.0,0.0,,,0.13927186,0
205,service,113.1952248617041,2,,0,0.0,0.0,0.0,,,0.13631648,0
206,service,229.4060616008564,3,,0,0.0,0.0,0.0,,,0.13787502,0
207,service,17.61335534189726,2,,1,0.0,0.0,0.0,,,0.16135703,0
208,service,74.94317273701633,2,,0,0.0,0.0,0.0,,,0.1437664,0
209,tertiary,632.2051060996599,7,,4,0.004451024083513933,0.0,0.0,,,0.24582538,0
210,service,153.42659134191567,2,,0,0.0,0.0,0.0,,,0.13080105,0
211,service,40.45390014721044,2,,2,0.0,0.0,0.0,,,0.17517628,0
212,service,187.91848677692295,2,,2,0.0,0.0,0.0,,,0.17517631,0
213,residential,370.2947367380343,2,,3,4.222500330677736e-06,5851.368353,0.014655,0.02809584463423215,0.0,0.11697976,0
214,residential,235.93187653169235,4,,3,4.222500330677736e-06,5851.368353,0.014655,0.02809584463423215,0.0,0.11697976,0
215,residential,347.9750830707855,3,,4,2.5335001984066422e-05,5851.368353,0.014655,0.028191578057144014,0.0,0.16227031,0
216,residential,41.40390188181706,2,,2,0.0,0.0,0.0,,,0.09918559,0
217,tertiary,181.94365155108915,3,,4,0.004574646683556667,0.0,0.0,,,0.2298497,0
218,tertiary,296.7027490412563,3,,4,0.004467507096852965,0.0,0.0,,,0.25320253,0
219,service,175.52492397588426,2,,0,0.0,0.0,0.0,,,0.14493406,0
220,service,68.45582672106055,2,,0,0.0,0.0,0.0,,,0.14522155,0
221,residential,223.6359077483386,2,,4,9.28950072749102e-05,0.0,0.0,,,0.17061646,0
222,residential,31.512970123440695,2,,4,1.6890001322710946e-05,0.0,0.0,,,0.122048445,0
223,residential,8.528290921808155,2,,2,0.0,0.0,0.0,,,0.11236573,0
224,residential,9.2940159710849,2,,2,0.0,0.0,0.0,,,0.11236573,0
225,residential,99.33932273568624,2,,5,5.911500462948831e-05,0.0,0.0,,,0.1148954,0
226,residential,56.86149574508422,2,,3,0.0,0.0,0.0,,,0.103509225,0
227,residential,49.63818807669918,2,,3,0.0,0.0,0.0,,,0.103509225,0
228,residential,77.9588643271891,2,,5,3.378000264542189e-05,0.0,0.0,,,0.1045224,0
229,service,60.575246459347646,2,,0,0.0,0.0,0.0,,,0.14652482,0
230,service,119.30321785187323,2,,0,0.0,0.0,0.0,,,0.13529597,0
231,service,109.15419397130083,2,,0,0.0,0.0,0.0,,,0.15800832,0
232,residential,569.4026303135619,9,,2,0.0,0.0,0.0,,,0.27967462,0
233,service,73.48970584566148,2,,0,0.0,0.0,0.0,,,0.14426014,0
234,service,69.57579009081978,2,,0,0.0,0.0,0.0,,,0.14484408,0
235,service,101.62267580192783,2,,0,0.0,0.0,0.0,,,0.15960678,0
236,service,84.34858180472227,3,,1,0.0,0.0,0.0,,,0.26506183,0
237,service,44.436341511329175,2,,1,0.0,0.0,0.0,,,0.26506183,0
238,service,120.38595362859405,3,,0,0.0,0.0,0.0,,,0.18086436,0
239,residential,45.70458660001454,2,,2,0.0,0.0,0.0,,,0.10639876,0
240,residential,23.66587583370469,2,,4,1.6890001322710946e-05,0.0,0.0,,,0.10595194,0
241,residential,31.52105832104298,2,,2,0.0,0.0,0.0,,,0.10542738,0
242,residential,217.35069954245947,2,,2,0.0,0.0,0.0,,,0.10542738,0
243,residential,693.5240014656836,2,,5,1.6890001322710946e-05,10540.514842,0.477994,0.050653278137513816,0.0,0.17846996,0
244,residential,106.86909667296321,2,,2,0.0,0.0,0.0,,,0.10219848,0
245,residential,185.85450024240453,2,,4,4.222500330677737e-05,0.0,0.0,,,0.12453523,0
246,residential,105.97124272518909,2,,4,2.5335001984066422e-05,0.0,0.0,,,0.10705398,0
247,service,67.64707361425637,2,,2,0.0,0.0,0.0,,,0.12565744,0
248,residential,13.53543025543561,2,,3,8.445000661355473e-06,0.0,0.0,,,0.11653754,0
249,service,115.82771572250653,2,,0,0.0,0.0,0.0,,,0.1992429,0
250,secondary,856.652733799606,3,,4,0.004106837712644966,0.0,0.0,,,0.7590536,1
251,service,304.2756947469579,4,,1,0.0,0.0,0.0,,,0.16147321,0
252,residential,1224.3726363141084,11,,4,0.004106837712644966,0.0,0.0,,,0.76408195,1
253,service,35.358885906073155,2,,5,0.0,0.0,0.0,,,0.13131109,0
254,service,34.55676845172083,2,,5,0.0,0.0,0.0,,,0.13131109,0
255,service,3.650265593875573,2,,5,0.0,0.0,0.0,,,0.13131107,0
256,service,28.7182000215764,2,,5,0.0,0.0,0.0,,,0.13131109,0
257,service,54.7695402666535,2,,0,0.0,0.0,0.0,,,0.12931839,0
258,service,68.32274022060254,2,,5,0.0,0.0,0.0,,,0.13131109,0
259,service,174.0462251947077,6,,5,0.0,11082.776694,0.499126,0.05317863359624595,0.0,0.13131109,0
260,secondary,16.454235527125128,2,,4,0.004117446158359178,0.0,0.0,,,0.71288013,1
261,secondary,32.8520958004277,2,,4,0.0,0.0,0.0,,,0.7631677,1
262,residential,26.833302302337692,2,,4,0.004117446158359178,0.0,0.0,,,0.71319395,1
263,residential,1211.1204137201887,15,,3,0.0,0.0,0.0,,,0.16681467,0
264,service,86.09825581457072,2,,0,0.0,0.0,0.0,,,0.15120365,0
265,tertiary,693.257282039738,3,,5,0.0044345410701749025,5851.368353,0.014655,0.048184869054183205,0.0,0.20142202,0
266,service,65.84371108938026,3,,1,0.0,0.0,0.0,,,0.16734813,0
267,service,3.5947287703966433,2,,1,0.0,0.0,0.0,,,0.16734813,0
268,service,76.54766999428244,2,,0,0.0,0.0,0.0,,,0.14327218,0
269,service,970.7078484003961,5,,0,0.0,0.0,0.0,,,0.07187941,0
270,service,24.05847056207274,2,,1,0.0,0.0,0.0,,,0.19744512,0
271,service,22.46039915422569,2,,1,0.0,0.0,0.0,,,0.19744512,0
272,service,332.67416717208005,4,,0,0.0,0.0,0.0,,,0.2362529,0
273,residential,13.58650739605534,2,,2,0.0,0.0,0.0,,,0.111329876,0
274,service,148.84760490917606,2,,2,0.0,0.0,0.0,,,0.12565744,0
275,service,20.25704566047375,2,,1,0.0,0.0,0.0,,,0.12471943,0
276,service,22.857624448718127,3,,1,0.0,0.0,0.0,,,0.1647555,0
277,service,15.571881137613401,2,,1,0.0,0.0,0.0,,,0.1647555,0
278,service,76.51656337765294,2,,0,0.0,10540.514842,0.477994,0.050576691399184324,0.0,0.14404242,0
279,service,7.09955598931796,2,,1,0.0,0.0,0.0,,,0.1418054,0
280,service,284.6526900666711,3,,1,0.0,10540.514842,0.477994,0.050576691399184324,0.0,0.1418054,0
281,service,133.8345993257789,2,,0,0.0,10540.514842,0.477994,0.050576691399184324,0.0,0.13265176,0
282,service,183.6316049939672,2,,0,0.0,0.0,0.0,,,0.14381877,0
283,service,87.74650253140021,2,,1,0.0,0.0,0.0,,,0.14214209,0
284,service,69.24134661731682,2,,0,0.0,0.0,0.0,,,0.14468873,0
285,service,87.81066058442057,2,,0,0.0,0.0,0.0,,,0.16245118,0
286,unknown,84.33572164512577,2,,0,0.0,0.0,0.0,,,0.1985832,0
287,service,234.11483583452713,2,,0,0.0,0.0,0.0,,,0.15311253,0
288,service,75.36046669289969,2,,0,0.0,0.0,0.0,,,0.16671455,0
289,service,87.09126586757569,2,,0,0.0,0.0,0.0,,,0.16282646,0
290,residential,1367.4913379486827,8,,2,0.0,0.0,0.0,,,0.20659576,0
291,service,54.791049450998116,3,,1,0.0,0.0,0.0,,,0.19759451,0
292,service,5.568548729857332,2,,1,0.0,0.0,0.0,,,0.19759451,0
293,service,88.09821259996372,2,,2,0.0,0.0,0.0,,,0.14823163,0
294,service,4.732138796727479,2,,2,0.0,0.0,0.0,,,0.15285401,0
295,service,81.56482485678765,3,,4,0.0,0.0,0.0,,,0.15099394,0
296,service,19.211578352004786,2,,2,0.0,0.0,0.0,,,0.15285401,0
297,service,46.49811991170456,2,,2,0.0,0.0,0.0,,,0.14823163,0
298,service,47.689688838527,2,,0,0.0,0.0,0.0,,,0.14974457,0
299,service,45.915429142101154,2,,0,0.0,0.0,0.0,,,0.16464408,0
300,unclassified,436.7231325634177,3,,3,8.445000661355473e-06,10540.514842,0.477994,0.050614984768349074,0.0,0.3158033,0
301,tertiary,234.95833219917034,3,,4,0.007688402148693279,0.0,0.0,,,0.41208866,0
302,tertiary,17.122431030146398,2,,4,0.007816409559750668,0.0,0.0,,,0.42439854,0
303,tertiary,285.00624326209487,2,,4,0.008268149263802562,13520.195969,0.595293,0.10236558134096368,1.0,0.5103593,1
304,service,526.8844892931821,3,,1,0.0,0.0,0.0,,,0.21754247,0
305,service,101.87298552717344,2,,0,0.0,13520.195969,0.595293,0.06487413465383068,1.0,0.13896632,0
306,service,169.05014566565762,3,,0,0.0,13520.195969,0.595293,0.06487413465383068,1.0,0.17225812,0
307,unknown,49.90493478609782,2,,0,0.0,0.0,0.0,,,0.2045494,0
308,service,109.614971946004,2,,3,0.0,0.0,0.0,,,0.14400806,0
309,service,11.72980766861071,2,,0,0.0,0.0,0.0,,,0.1790848,0
310,service,86.24726534686225,7,,2,0.0,0.0,0.0,,,0.23000091,0
311,service,65.50852754269077,2,,1,0.0,0.0,0.0,,,0.21436837,0
312,service,53.02462021036662,2,,0,0.0,0.0,0.0,,,0.14785576,0
313,service,111.31341745148039,5,,1,0.0,0.0,0.0,,,0.21335933,0
314,service,47.138536441475395,2,,0,0.0,0.0,0.0,,,0.14901586,0
315,service,62.66212187317316,6,,1,0.0,0.0,0.0,,,0.24321592,0
316,service,49.202559325414505,2,,2,0.0,0.0,0.0,,,0.14146416,0
317,service,148.16359975119374,5,,1,0.0,0.0,0.0,,,0.21335933,0
318,service,156.11721333677093,2,,2,0.0,0.0,0.0,,,0.13070737,0
319,service,162.95916780648886,3,,2,0.0,0.0,0.0,,,0.13222335,0
320,service,73.039201389757,4,,1,0.0,0.0,0.0,,,0.16667569,0
321,service,56.37179117278624,2,,1,0.0,0.0,0.0,,,0.16667569,0
322,service,73.26736986296112,2,,4,0.0,0.0,0.0,,,0.13137497,0
323,unknown,67.91692938376514,2,,2,0.0,0.0,0.0,,,0.22139852,0
324,unknown,29.785387192400986,2,,2,0.0,0.0,0.0,,,0.22139852,0
325,service,88.59442897599894,3,,0,0.0,0.0,0.0,,,0.25534403,0
326,service,122.0253118231195,2,,2,0.0,0.0,0.0,,,0.13222332,0
327,tertiary,1818.233443487775,13,,3,0.008283818301174233,13520.195969,0.595293,0.10243663168857056,1.0,0.7168019,1
328,service,341.87625657941163,4,,2,0.0,0.0,0.0,,,0.15888427,0
329,service,57.398430169235596,2,,0,0.0,0.0,0.0,,,0.22969338,0
330,service,82.2254367532357,2,,1,0.0,0.0,0.0,,,0.13866381,0
331,service,100.34319642111087,2,,1,0.0,0.0,0.0,,,0.13866381,0
332,service,27.992690665651317,2,,0,0.0,0.0,0.0,,,0.14864738,0
333,service,45.34315090338778,3,,0,0.0,0.0,0.0,,,0.28527644,0
